Date,Open,High,Low,Close,Volume,Ticker
2025-04-01 00:00:00-04:00,47.82870793,47.8781988,46.90816337,47.71982574,2971500,ADM
2025-04-02 00:00:00-04:00,47.65053518,47.8583991,46.72009401,47.48226547,2655700,ADM
2025-04-03 00:00:00-04:00,47.53175963,47.65053848,46.66070593,47.08633423,3909900,ADM
2025-04-04 00:00:00-04:00,45.28483657,45.6114831,42.57269387,42.8795433,6807300,ADM
2025-04-07 00:00:00-04:00,42.32523871,44.44348357,41.91940751,42.54300308,6206600,ADM
2025-04-08 00:00:00-04:00,43.30517164,43.63181818,40.751402,41.36510086,4504200,ADM
2025-04-09 00:00:00-04:00,40.88998263,44.21581672,40.56333609,43.92876816,5982400,ADM
2025-04-10 00:00:00-04:00,43.92877018,44.32470094,42.75086701,44.02775192,5105700,ADM
2025-04-11 00:00:00-04:00,44.27520952,45.54219398,43.96836007,45.37392426,3950400,ADM
2025-04-14 00:00:00-04:00,45.57188981,46.23507578,44.97798804,45.95792389,2663800,ADM
2025-04-15 00:00:00-04:00,46.086605,46.086605,44.95819272,45.60158539,2723400,ADM
2025-04-16 00:00:00-04:00,45.74016105,46.56172388,45.40361783,45.66097641,4132200,ADM
2025-04-17 00:00:00-04:00,45.93812615,47.4030778,45.93812615,47.33378983,3503100,ADM
2025-04-21 00:00:00-04:00,47.34369271,47.63074128,46.72999381,47.60104752,3130300,ADM
2025-04-22 00:00:00-04:00,47.98707933,48.63047197,47.73962121,48.04647064,3166700,ADM
2025-04-23 00:00:00-04:00,48.06626986,48.54138903,47.2941979,47.63074112,2202900,ADM
2025-04-24 00:00:00-04:00,47.50206606,48.34342223,47.16552284,48.28403091,2151900,ADM
2025-04-25 00:00:00-04:00,48.25433474,48.25433474,47.38328108,47.75941849,2261700,ADM
2025-04-28 00:00:00-04:00,47.75941821,48.15535272,47.11602558,47.56145096,2095200,ADM
2025-04-29 00:00:00-04:00,47.43277303,47.62084363,47.07643649,47.29419708,1903200,ADM
2025-04-30 00:00:00-04:00,47.30409769,47.40307943,46.65080837,47.26450348,4366900,ADM
2025-05-01 00:00:00-04:00,46.98735119,47.72972558,46.73989305,47.09623337,2246800,ADM
2025-05-02 00:00:00-04:00,47.61094155,47.6604362,46.84877385,47.36348343,2691000,ADM
2025-05-05 00:00:00-04:00,46.91806233,47.31399306,46.7794826,47.01704407,3168800,ADM
2025-05-06 00:00:00-04:00,47.83860909,49.29366037,47.22491019,47.82870865,4916900,ADM
2025-05-07 00:00:00-04:00,47.74952115,47.93758796,46.92795837,47.39318085,4618300,ADM
2025-05-08 00:00:00-04:00,46.62110982,47.48226683,46.62110982,47.2150116,3126500,ADM
2025-05-09 00:00:00-04:00,47.14572449,48.13555702,46.91806346,48.0365715,3079700,ADM
2025-05-12 00:00:00-04:00,48.91752005,49.85786168,48.6502686,49.39264297,4470100,ADM
2025-05-13 00:00:00-04:00,49.19467804,50.85759701,49.00660744,50.17461014,4538700,ADM
2025-05-14 00:00:00-04:00,50.18450811,50.18450811,48.89772663,48.90762329,2896800,ADM
2025-05-15 00:00:00-04:00,48.61067452,48.6997596,47.12592578,48.3632164,4177700,ADM
2025-05-16 00:00:00-04:00,48.41270725,49.64999787,48.2345371,49.62030411,3227600,ADM
2025-05-19 00:00:00-04:00,50.21420268,50.37257573,49.27386104,49.50152206,3395100,ADM
2025-05-20 00:00:00-04:00,49.49162466,50.02613512,49.18477523,49.64999771,2467900,ADM
2025-05-21 00:00:00-04:00,49.68000031,49.68000031,48.18999863,48.29999924,2805000,ADM
2025-05-22 00:00:00-04:00,47.84000015,48.15999985,47.36999893,47.95999908,2573600,ADM
2025-05-23 00:00:00-04:00,47.59999847,48.06000137,47.25,47.93999863,1674700,ADM
2025-05-27 00:00:00-04:00,48.31000137,48.72000122,47.90000153,48.63000107,2011600,ADM
2025-05-28 00:00:00-04:00,48.63999939,48.74000168,48.20999908,48.34999847,2229400,ADM
2025-05-29 00:00:00-04:00,48.38000107,48.65000153,47.93999863,48.36999893,1812900,ADM
2025-05-30 00:00:00-04:00,48.09000015,48.36999893,47.56999969,48.27000046,4963000,ADM
2025-06-02 00:00:00-04:00,48.27000046,48.27000046,47.27999878,48.09999847,2648100,ADM
2025-06-03 00:00:00-04:00,47.93999863,47.93999863,46.81999969,47.27999878,3690300,ADM
2025-06-04 00:00:00-04:00,47.18000031,47.47000122,46.84999847,47.24000168,3223400,ADM
2025-06-05 00:00:00-04:00,47.36999893,47.45000076,46.81000137,46.97999954,2287600,ADM
2025-06-06 00:00:00-04:00,47.41999817,47.77000046,47.25,47.41999817,2169600,ADM
2025-06-09 00:00:00-04:00,47.49000168,48.06000137,47.41999817,47.90000153,2332200,ADM
2025-06-10 00:00:00-04:00,48,48.93000031,47.97999954,48.74000168,2819600,ADM
2025-06-11 00:00:00-04:00,48.88999939,48.90999985,48.36999893,48.66999817,3330200,ADM
2025-06-12 00:00:00-04:00,48.36000061,49.70999908,48.20000076,49.65999985,3330000,ADM
2025-06-13 00:00:00-04:00,49.75,52.40999985,49.58000183,52,7556200,ADM
2025-06-16 00:00:00-04:00,52.29000092,54.63999939,52.25,54.15999985,8322300,ADM
2025-06-17 00:00:00-04:00,53.97999954,54.88000107,53.72999954,54.09999847,5309400,ADM
2025-06-18 00:00:00-04:00,54.06999969,55.04999924,53.91999817,53.99000168,4620900,ADM
2025-06-20 00:00:00-04:00,54.29000092,54.45000076,53.31999969,53.61000061,8469900,ADM
2025-04-01 00:00:00-04:00,71.26504107,72.06978813,69.49657287,71.35445404,2010600,ALB
2025-04-02 00:00:00-04:00,70.24171381,73.16265892,69.87411703,71.78166962,1831600,ALB
2025-04-03 00:00:00-04:00,68.78124636,69.30780963,65.72120947,66.06893921,3725000,ALB
2025-04-04 00:00:00-04:00,62.83007672,64.55879962,57.15708636,58.13073349,6136900,ALB
2025-04-07 00:00:00-04:00,56.54110373,63.88320422,55.14024364,57.72338867,7447600,ALB
2025-04-08 00:00:00-04:00,59.73029781,59.88926053,49.10959234,50.43096924,7919000,ALB
2025-04-09 00:00:00-04:00,50.34155102,61.6875276,49.9143418,60.07802963,9383400,ALB
2025-04-10 00:00:00-04:00,56.73981033,57.12728172,53.20288509,54.35536575,5661900,ALB
2025-04-11 00:00:00-04:00,54.19640118,56.58084567,52.43787402,56.30265808,3362600,ALB
2025-04-14 00:00:00-04:00,57.57436534,58.85600439,55.70655055,57.01799393,2745500,ALB
2025-04-15 00:00:00-04:00,55.63700297,57.26637174,53.3022374,53.65990067,4050800,ALB
2025-04-16 00:00:00-04:00,52.70612475,54.48452273,51.12643111,52.2292366,4277300,ALB
2025-04-17 00:00:00-04:00,52.94457357,53.52081202,51.58345122,52.56703568,3117400,ALB
2025-04-21 00:00:00-04:00,52.15969314,52.86508999,50.52038698,52.67632294,3122800,ALB
2025-04-22 00:00:00-04:00,53.36184765,55.63700464,52.99424707,54.41497803,2805000,ALB
2025-04-23 00:00:00-04:00,56.99812446,59.54153181,55.01108853,55.27933884,3699000,ALB
2025-04-24 00:00:00-04:00,55.58733093,58.08105935,55.58733093,57.79293823,2274100,ALB
2025-04-25 00:00:00-04:00,57.01799294,57.87241896,56.2827918,57.35578918,3065800,ALB
2025-04-28 00:00:00-04:00,57.5048198,59.91906871,57.05773597,58.17047501,2699000,ALB
2025-04-29 00:00:00-04:00,58.45859725,59.57133631,58.27976372,59.07457733,2826000,ALB
2025-04-30 00:00:00-04:00,56.63052295,58.2996334,55.84564286,58.17047501,6029800,ALB
2025-05-01 00:00:00-04:00,60.97219298,63.04864556,58.00157656,58.93548203,5229800,ALB
2025-05-02 00:00:00-04:00,60.07803011,61.65772377,58.24995698,59.9091301,3471800,ALB
2025-05-05 00:00:00-04:00,59.20373249,59.80977902,57.26637181,57.56442642,2589600,ALB
2025-05-06 00:00:00-04:00,56.40201359,58.28969539,56.40201359,57.11734772,2475500,ALB
2025-05-07 00:00:00-04:00,57.62404057,57.62404057,55.27933762,55.69661713,2895100,ALB
2025-05-08 00:00:00-04:00,56.6404559,58.36917878,56.13376342,57.06766891,3404200,ALB
2025-05-09 00:00:00-04:00,57.3359178,58.24001895,56.70006694,57.55449295,2163100,ALB
2025-05-12 00:00:00-04:00,62.19422069,63.22748024,60.40588918,61.17089844,3994400,ALB
2025-05-13 00:00:00-04:00,61.1808349,61.94584036,60.57478837,61.45901871,3563900,ALB
2025-05-14 00:00:00-04:00,62.08493837,62.382993,60.06809436,60.68407822,3093900,ALB
2025-05-15 00:00:00-04:00,59.63094624,59.95880518,58.19034449,59.92900085,3244000,ALB
2025-05-16 00:00:00-04:00,59.52165897,60.38601851,57.45514365,59.81971359,3821700,ALB
2025-05-19 00:00:00-04:00,58.10092707,59.47198285,56.98818807,58.85600281,4076800,ALB
2025-05-20 00:00:00-04:00,58.73677769,60.09789995,58.24995603,58.93548203,2416600,ALB
2025-05-21 00:00:00-04:00,58.1704735,58.587753,56.02447495,56.07415009,2506000,ALB
2025-05-22 00:00:00-04:00,56.10395767,57.76313076,55.12037327,57.56442642,2905700,ALB
2025-05-23 00:00:00-04:00,56.24305052,57.52468956,55.9449959,57.23656845,2710500,ALB
2025-05-27 00:00:00-04:00,58.00157809,58.50827057,56.30265954,58.40892029,3263800,ALB
2025-05-28 00:00:00-04:00,58.22014777,58.78645268,56.96831688,57.67371368,2430500,ALB
2025-05-29 00:00:00-04:00,58.12079916,58.64736246,56.38214278,57.11734772,2866100,ALB
2025-05-30 00:00:00-04:00,56.28279373,56.32253157,54.45472054,55.39855957,11048700,ALB
2025-06-02 00:00:00-04:00,56.03441237,56.03441237,53.92815164,54.73290253,3667100,ALB
2025-06-03 00:00:00-04:00,54.68322935,56.84909881,53.35191514,56.64045715,2977000,ALB
2025-06-04 00:00:00-04:00,57.39553266,59.77003996,57.11734884,59.31302261,4078200,ALB
2025-06-05 00:00:00-04:00,60.60459446,61.77694593,57.4551444,58.25989151,3632100,ALB
2025-06-06 00:00:00-04:00,59.65081849,60.37608614,58.90568003,59.44218063,2175800,ALB
2025-06-09 00:00:00-04:00,60.21712378,62.93936085,60.07803187,61.89616776,3391900,ALB
2025-06-10 00:00:00-04:00,62.80026718,64.13158515,62.31344552,63.78384781,3023200,ALB
2025-06-11 00:00:00-04:00,65.18471302,65.32380492,63.4261858,64.65814972,3823600,ALB
2025-06-12 00:00:00-04:00,63.60501552,63.81366096,61.81668776,62.07500076,3002900,ALB
2025-06-13 00:00:00-04:00,61.20000076,62.99000168,60.27999878,60.72000122,2500800,ALB
2025-06-16 00:00:00-04:00,62,62.22999954,60.70000076,60.95999908,2333200,ALB
2025-06-17 00:00:00-04:00,60.65000153,60.68000031,58.79999924,59.68999863,2560200,ALB
2025-06-18 00:00:00-04:00,59.15000153,60.52000046,59.04000092,59.40000153,2872900,ALB
2025-06-20 00:00:00-04:00,59.49000168,59.83000183,56.65000153,56.65999985,5544700,ALB
2025-04-01 00:00:00-04:00,8.380000114,8.43500042,8.170000076,8.229999542,2000500,AMRX
2025-04-02 00:00:00-04:00,8.149999619,8.229999542,8.039999962,8.170000076,1468800,AMRX
2025-04-03 00:00:00-04:00,8.06000042,8.180000305,7.78000021,7.809999943,1985400,AMRX
2025-04-04 00:00:00-04:00,7.630000114,7.659999847,7.230000019,7.380000114,2530100,AMRX
2025-04-07 00:00:00-04:00,7.130000114,7.510000229,6.769999981,7.210000038,2618200,AMRX
2025-04-08 00:00:00-04:00,7.420000076,7.420000076,6.925000191,6.989999771,2718800,AMRX
2025-04-09 00:00:00-04:00,6.829999924,7.485000134,6.710000038,7.429999828,3134200,AMRX
2025-04-10 00:00:00-04:00,7.21999979,7.21999979,6.684999943,6.96999979,2332600,AMRX
2025-04-11 00:00:00-04:00,7.039999962,7.039999962,6.784999847,6.980000019,1807000,AMRX
2025-04-14 00:00:00-04:00,7.119999886,7.25,7.03000021,7.210000038,1790600,AMRX
2025-04-15 00:00:00-04:00,7.179999828,7.289999962,7.105000019,7.170000076,2358500,AMRX
2025-04-16 00:00:00-04:00,7.179999828,7.239999771,7.105000019,7.179999828,1848400,AMRX
2025-04-17 00:00:00-04:00,7.159999847,7.40500021,7.010000229,7.360000134,2132600,AMRX
2025-04-21 00:00:00-04:00,7.28000021,7.289999962,7.020999908,7.130000114,1072900,AMRX
2025-04-22 00:00:00-04:00,7.230000019,7.289999962,7.135000229,7.25,1242100,AMRX
2025-04-23 00:00:00-04:00,7.420000076,7.440000057,7.159999847,7.300000191,1265300,AMRX
2025-04-24 00:00:00-04:00,7.289999962,7.454999924,7.289999962,7.420000076,1368000,AMRX
2025-04-25 00:00:00-04:00,7.369999886,7.610000134,7.355000019,7.480000019,1775600,AMRX
2025-04-28 00:00:00-04:00,7.519999981,7.644999981,7.5,7.619999886,1359800,AMRX
2025-04-29 00:00:00-04:00,7.539999962,7.860000134,7.489999771,7.75,2156300,AMRX
2025-04-30 00:00:00-04:00,7.760000229,7.789999962,7.625,7.659999847,2837600,AMRX
2025-05-01 00:00:00-04:00,7.630000114,7.84499979,7.480000019,7.739999771,3156500,AMRX
2025-05-02 00:00:00-04:00,7.789999962,8.020000458,7.15500021,7.96999979,4829500,AMRX
2025-05-05 00:00:00-04:00,7.900000095,8.010000229,7.465000153,7.539999962,2733700,AMRX
2025-05-06 00:00:00-04:00,7.449999809,7.559999943,7.15500021,7.179999828,2883400,AMRX
2025-05-07 00:00:00-04:00,7.230000019,7.360000134,7.144999981,7.21999979,1846700,AMRX
2025-05-08 00:00:00-04:00,7.21999979,7.585000038,7.21999979,7.460000038,1681400,AMRX
2025-05-09 00:00:00-04:00,7.510000229,7.650000095,7.409999847,7.409999847,1777500,AMRX
2025-05-12 00:00:00-04:00,7.579999924,7.675000191,7.485000134,7.599999905,2074500,AMRX
2025-05-13 00:00:00-04:00,7.610000134,7.610000134,7.420000076,7.5,1234100,AMRX
2025-05-14 00:00:00-04:00,7.46999979,7.46999979,7.164999962,7.349999905,2277800,AMRX
2025-05-15 00:00:00-04:00,7.400000095,7.574999809,7.335000038,7.5,1588700,AMRX
2025-05-16 00:00:00-04:00,7.489999771,7.635000229,7.46999979,7.599999905,1285100,AMRX
2025-05-19 00:00:00-04:00,7.449999809,7.610000134,7.449999809,7.5,1593300,AMRX
2025-05-20 00:00:00-04:00,7.5,7.552000046,7.400000095,7.420000076,1475900,AMRX
2025-05-21 00:00:00-04:00,7.349999905,7.389999866,7.215000153,7.269999981,1959300,AMRX
2025-05-22 00:00:00-04:00,7.25,7.300000191,7.139999866,7.190000057,1561000,AMRX
2025-05-23 00:00:00-04:00,7.050000191,7.179999828,7.019999981,7.159999847,1091500,AMRX
2025-05-27 00:00:00-04:00,7.25,7.385000229,7.210000038,7.289999962,1555600,AMRX
2025-05-28 00:00:00-04:00,7.269999981,7.269999981,7.190000057,7.210000038,1034700,AMRX
2025-05-29 00:00:00-04:00,7.239999771,7.320000172,7.190000057,7.300000191,1096500,AMRX
2025-05-30 00:00:00-04:00,7.300000191,7.385000229,7.190000057,7.320000172,1424300,AMRX
2025-06-02 00:00:00-04:00,7.320000172,7.434999943,7.260000229,7.420000076,1645300,AMRX
2025-06-03 00:00:00-04:00,7.400000095,7.510000229,7.309999943,7.449999809,1275100,AMRX
2025-06-04 00:00:00-04:00,7.449999809,7.5,7.199999809,7.210000038,1830500,AMRX
